file_name,а,без,больше,борьба,борьбе,борьбу,будут,было,в,время,все,всей,всем,всех,даже,дела,демократической,для,до,других,его,ему,если,же,за,и,из,их,как,когда,которые,который,может,мы,на,надо,народ,народа,не,него,необходимо,нет,но,один,одно,он,оно,от,партии,перед,по,политического,после,потому,поэтому,правительства,правительство,при,работы,рабочих,с,свое,свои,своих,силы,со,собой,совершенно,социал,так,те,тем,теперь,того,только,у,уже,что,чтобы,это,этой,более,борьбы,бы,был,быть,во,вообще,вопрос,вопроса,времени,всегда,всего,всю,г,года,гораздо,движение,движения,демократии,демократия,должна,должно,должны,другой,ее,есть,еще,жизни,жизнь,здесь,значение,ибо,или,им,имеет,к,какой,класса,классов,конечно,которой,кто,лет,лишь,людей,между,много,могли,можно,мысли,мысль,над,наконец,нам,нами,нас,нашего,нашей,ни,нибудь,ничего,о,об,общества,одной,она,они,организации,особенно,очень,под,политические,политических,политической,политическую,право,пролетариат,пролетариата,против,рабочего,рабочие,рабочий,раз,революции,революционного,революционной,россии,русской,самой,свободы,своей,свою,сделать,себе,себя,сил,сказать,слова,смысле,собою,стороны,съезд,также,таких,такой,то,тогда,том,тому,тот,труда,тут,чем,эти,этих,этом,этому,этот,эту,1,будет,были,власть,вот,где,да,деле,дело,е,зрения,именно,которое,которых,кроме,ли,массы,менее,момент,несколько,них,образом,одного,п,положение,почему,самого,самом,своего,своим,силу,случае,степени,т,такие,таким,тех,точки,характер,эта,этого,является,была,вполне,действительно,значит,искры,которая,либо,люди,мог,могут,наиболее,нельзя,партия,пор,прежде,среди,хотя,этим,вопросу,говорит,которого,съезда,съезде,тов,той,должен,мало,права,совсем,такое,ясно,ведь,власти,крестьян,нужно,почти,своем,вместе,вы,масс,наши,развития,буржуазии,пока,сам,через,меня,мне,стр,там,я,д,мартов,земли,однако,революция,войны,цк,author_folder
krupskaya_o_staroy_iskre.txt,3,5,2,2,1,10,1,2,40,1,8,0,0,3,1,0,2,3,2,0,1,1,4,1,14,26,7,4,9,1,1,1,1,0,15,4,0,1,19,0,1,0,6,0,0,6,0,2,6,0,9,0,3,0,0,0,0,1,0,10,29,0,0,0,2,1,0,2,5,0,1,1,1,0,3,1,0,10,1,2,2,0,9,14,0,1,1,0,0,0,0,0,4,1,1,0,0,1,3,3,0,1,0,1,1,8,2,2,1,0,0,1,0,0,1,0,10,0,7,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,7,6,1,0,0,0,0,0,0,1,0,0,0,1,9,0,4,0,0,0,1,7,1,0,0,3,1,0,1,2,1,0,0,0,0,1,2,1,0,1,1,1,6,0,0,3,1,1,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,2,2,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,3,0,6,0,0,0,16,5,0,0,0,0,3,1,1,1,3,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,krupskaya
krupskaya_samoubiystva_uchashihsya.txt,19,0,0,0,1,1,2,3,83,6,10,1,1,2,0,2,0,5,3,1,14,8,4,7,10,80,6,10,20,5,1,1,8,0,27,12,0,0,41,5,2,2,14,2,2,22,0,7,0,0,13,0,0,5,0,0,0,3,1,0,41,0,5,3,1,3,1,6,0,14,0,5,1,4,15,3,2,31,15,14,2,5,0,5,1,13,4,1,3,0,1,1,2,0,6,0,1,0,0,0,0,2,2,0,1,7,0,2,11,8,1,0,0,9,3,1,17,3,0,0,6,0,2,1,8,6,3,0,1,1,1,1,2,0,0,0,0,0,0,2,2,0,16,2,2,0,6,3,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3,10,3,3,2,0,0,0,1,0,1,2,2,12,0,5,2,2,1,0,2,3,1,8,0,2,0,1,8,3,0,1,1,1,1,2,0,1,0,2,1,2,2,0,2,0,1,3,0,1,1,1,4,1,0,1,1,0,4,0,2,1,0,0,1,0,0,4,0,0,0,1,0,0,3,3,1,2,1,0,2,0,0,0,6,2,4,0,2,0,0,0,0,2,10,3,0,0,0,2,4,0,0,2,2,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,krupskaya
krupskaya_shkolnie_kolonii.txt,5,0,0,0,1,0,0,1,30,1,2,0,0,1,2,0,0,14,2,0,0,0,2,4,4,35,2,3,3,0,1,1,0,2,8,1,0,0,13,0,0,2,8,0,0,0,2,1,0,0,4,0,0,1,0,0,0,2,0,1,7,0,1,1,0,0,0,0,0,2,0,0,0,2,4,3,1,3,1,2,0,1,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,3,0,0,0,1,3,1,0,1,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,krupskaya
krupskaya_sovmestnoe_obuchenie.txt,19,2,3,0,0,1,2,2,93,0,7,0,0,2,4,0,0,7,1,2,14,3,7,7,6,111,8,9,23,7,3,1,18,5,48,17,0,0,48,3,3,4,17,0,1,19,2,10,0,1,7,0,0,3,2,0,0,12,1,0,30,0,1,3,0,0,3,6,0,14,3,4,0,8,5,9,7,43,11,9,4,5,1,10,2,12,5,3,19,8,0,2,5,1,16,0,1,0,0,0,0,3,0,1,0,5,1,3,6,5,2,6,2,15,2,4,24,3,1,0,4,4,0,0,4,1,14,6,1,2,0,3,2,0,1,2,0,0,0,0,4,4,26,4,3,0,6,9,0,1,5,1,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,2,0,2,2,3,3,1,2,0,2,3,0,0,0,2,2,4,16,3,3,2,1,0,0,11,8,5,8,0,5,4,0,8,0,0,4,8,2,1,3,1,5,1,2,2,3,16,0,1,0,1,4,8,0,4,0,0,1,1,2,0,2,2,1,5,1,0,2,4,1,3,6,4,0,5,0,3,0,0,3,3,1,5,0,3,0,1,3,1,3,2,2,6,2,0,0,0,5,0,2,0,0,2,1,3,0,0,0,0,1,5,0,0,0,3,0,0,0,2,0,3,0,0,8,0,0,0,0,0,0,0,krupskaya
krupskaya_zhenshina_rabotnitsa.txt,49,17,16,3,8,4,28,14,312,20,48,0,2,24,6,3,0,32,13,7,21,10,26,44,62,326,21,35,77,16,12,4,34,17,172,10,5,2,183,5,3,20,40,6,2,20,3,44,2,1,34,0,3,14,6,1,2,21,17,28,85,3,7,18,3,2,2,10,0,35,7,9,10,23,34,27,10,138,49,33,5,10,4,33,1,15,18,0,0,0,3,6,5,3,8,1,8,3,1,0,0,9,2,8,1,43,9,19,0,7,0,1,0,18,22,7,36,8,9,2,7,5,6,8,16,3,9,5,3,7,1,0,5,1,0,0,4,0,1,28,15,6,38,7,3,3,74,51,1,6,16,4,0,0,4,2,3,0,2,3,13,36,6,3,0,0,0,10,1,0,3,6,8,4,12,19,1,0,5,0,1,1,0,4,5,9,37,7,16,4,6,11,6,28,11,4,2,0,4,1,4,30,5,2,9,20,18,8,23,4,0,0,7,3,9,11,0,2,0,3,12,6,3,4,17,7,1,0,10,4,4,4,0,9,1,7,14,0,0,2,9,4,6,4,1,1,0,8,6,6,4,10,1,5,0,3,3,5,4,3,1,4,2,0,0,0,1,1,9,4,3,4,0,3,2,2,6,5,2,2,3,0,0,0,1,5,1,1,0,0,0,10,1,1,0,5,1,0,0,0,krupskaya
lenin_183_students_I.txt,4,1,2,1,0,1,0,5,33,1,7,1,2,3,2,1,0,5,5,1,5,1,4,0,6,64,3,10,10,1,2,1,5,1,20,0,1,6,20,1,0,3,10,0,2,3,6,8,0,2,3,0,1,1,0,1,11,0,0,2,15,2,1,1,0,3,0,1,2,6,3,1,2,3,3,4,3,14,6,8,2,2,1,6,1,3,5,0,0,0,0,1,4,1,2,3,2,0,0,0,0,0,0,1,1,1,5,2,1,0,0,0,0,1,0,0,10,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,3,0,0,0,3,1,0,0,0,1,1,1,3,2,2,7,3,0,2,1,1,0,1,0,0,0,0,4,0,3,3,0,1,0,0,0,1,0,0,2,1,1,0,3,0,0,1,0,0,3,1,0,0,2,2,1,1,1,2,0,0,3,1,1,0,0,2,1,1,2,2,0,2,2,0,2,0,0,0,0,1,2,0,3,0,1,0,0,1,0,0,1,1,1,1,1,0,0,3,0,0,1,1,0,2,0,0,4,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,lenin
lenin_1st_of_may.txt,10,0,0,1,9,1,0,1,24,0,11,1,4,5,0,0,0,4,2,0,7,0,0,1,15,52,3,5,2,5,2,0,1,0,16,1,4,1,7,0,0,2,4,0,0,1,0,8,1,0,3,1,0,1,0,3,7,1,1,6,2,3,1,0,5,1,0,0,2,0,1,2,1,2,5,3,1,4,3,2,2,8,1,2,0,3,0,0,0,0,0,0,2,4,0,1,0,0,0,0,1,0,1,1,1,1,0,2,4,4,0,0,0,0,0,0,16,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,12,0,0,0,2,0,1,0,0,1,4,3,4,0,9,3,0,0,0,0,6,0,0,1,2,1,1,1,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,lenin
lenin_anarhizm_i_socializm.txt,5,0,1,0,0,2,1,1,20,0,2,1,0,1,2,1,1,4,1,1,3,0,3,2,6,27,3,8,4,0,0,0,1,4,7,0,0,0,12,0,1,0,1,0,0,0,1,1,3,0,2,1,0,0,2,0,1,0,0,13,5,0,2,1,0,2,0,0,1,1,0,2,0,0,1,0,2,1,1,3,1,1,4,4,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,9,0,0,4,0,1,0,3,1,1,0,2,0,2,1,0,0,0,0,2,2,1,0,0,0,2,1,0,0,4,0,0,0,0,4,3,1,0,0,0,2,2,1,0,0,4,1,1,0,1,1,5,2,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,3,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,4,1,0,3,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,lenin
lenin_chego_dobivaemsya.txt,9,3,2,6,2,2,1,6,52,1,13,7,3,7,1,3,1,10,3,1,9,0,7,0,8,119,11,4,13,1,11,2,1,35,24,1,0,0,35,2,3,5,5,2,0,1,0,6,42,1,7,0,4,0,0,0,0,2,4,2,15,0,2,2,3,1,1,1,7,5,4,1,5,1,11,13,8,23,7,4,3,3,14,13,0,3,8,2,1,0,0,1,2,1,0,0,0,0,5,2,0,0,2,1,0,8,3,3,0,0,1,0,1,3,2,0,14,0,0,0,0,2,7,0,12,0,4,1,0,4,1,0,4,2,1,0,10,6,13,7,2,0,12,2,0,2,0,3,6,0,0,7,0,0,1,0,2,0,1,14,4,0,1,1,0,1,2,3,0,1,0,0,4,1,1,7,3,1,0,0,1,1,3,0,2,1,12,0,1,0,5,0,0,3,2,2,1,0,6,4,2,0,4,0,2,0,0,3,0,0,2,1,1,1,1,5,0,0,2,0,0,1,1,0,2,0,0,1,0,0,1,1,0,2,0,1,5,0,0,3,4,2,1,0,0,1,9,3,2,0,0,2,0,1,6,0,0,0,1,0,1,0,0,18,3,2,0,0,0,1,0,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,4,lenin
lenin_china_war_I.txt,7,1,0,0,0,0,0,2,37,1,3,0,1,2,2,2,0,4,3,0,5,0,1,5,6,58,8,3,11,2,8,0,0,1,23,2,7,6,29,3,0,1,8,0,2,0,10,12,0,5,7,0,0,1,1,10,14,0,0,6,18,0,0,1,0,1,0,0,0,6,0,0,7,1,11,4,7,12,4,4,2,5,0,2,0,0,3,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,1,0,1,3,6,0,0,0,1,0,4,1,0,12,0,0,0,0,2,1,1,0,1,0,1,1,2,0,0,4,0,0,0,0,0,0,0,1,1,9,0,0,1,4,8,0,0,1,1,0,0,1,0,1,0,0,5,2,0,3,0,0,0,0,2,1,0,0,1,0,1,1,2,0,2,0,0,0,1,0,0,1,0,2,0,2,1,0,0,0,2,4,2,3,0,2,3,1,0,0,0,2,0,2,0,0,1,0,1,5,4,0,4,0,1,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,2,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,lenin
lenin_chto_delat'.txt,307,51,27,60,63,57,25,79,1175,50,165,30,41,115,64,64,29,214,96,34,125,20,124,177,170,2051,174,103,302,72,93,51,98,331,517,43,4,8,846,21,25,45,236,22,22,98,44,144,52,33,223,22,17,55,33,14,13,73,48,151,498,14,20,28,22,44,13,54,283,118,30,75,66,109,268,114,108,601,132,302,75,93,117,243,24,99,99,46,49,14,10,34,51,12,24,29,25,72,111,80,19,29,17,57,27,62,78,100,40,4,19,23,69,133,29,19,286,19,32,23,21,32,48,16,20,43,51,24,23,55,47,23,30,15,70,19,110,35,38,82,32,22,290,65,10,44,44,95,130,25,55,31,38,29,91,30,7,9,29,54,74,40,24,51,12,24,49,51,32,36,16,59,28,15,71,58,32,27,24,23,10,53,7,28,28,61,207,40,83,26,32,18,11,93,74,39,59,14,48,33,16,42,39,1,30,19,50,53,100,32,25,116,26,19,14,76,50,25,16,10,24,36,20,38,10,14,24,33,21,11,12,12,19,75,21,27,46,16,30,41,95,27,34,24,36,14,49,32,24,37,12,20,37,21,16,19,20,25,38,36,17,14,11,17,2,0,20,16,37,5,13,25,12,30,1,4,19,34,10,14,48,25,24,23,3,10,8,4,8,16,49,13,49,32,0,0,7,0,8,2,lenin
lenin_era_reform_I.txt,14,6,3,1,3,1,9,3,48,3,5,0,0,2,7,0,1,15,2,1,4,2,1,3,5,83,10,13,13,6,7,1,11,6,30,1,0,2,35,0,0,3,6,1,0,1,2,12,1,3,16,1,0,1,0,3,1,7,2,31,11,1,0,3,2,4,1,2,5,3,2,2,3,2,17,1,2,8,8,12,2,11,1,7,0,11,6,3,0,0,1,7,1,0,0,1,3,0,0,1,0,0,0,3,0,0,0,4,1,0,0,0,4,7,0,1,15,1,0,0,2,0,0,4,1,1,4,2,0,0,0,0,0,0,0,0,0,1,1,7,1,2,14,5,0,0,1,3,3,1,3,0,0,1,3,0,10,3,0,4,5,10,4,3,1,0,0,1,0,1,4,2,0,1,2,1,0,1,3,0,0,1,0,1,3,3,4,0,5,0,0,0,1,5,4,3,3,1,3,0,0,7,0,0,0,0,1,3,0,1,1,3,0,2,1,6,3,3,0,0,0,2,1,0,0,0,1,2,0,0,1,2,1,3,2,4,2,1,0,4,2,1,1,0,0,3,0,0,0,0,0,6,1,2,0,0,2,0,2,4,0,2,0,0,0,0,0,3,1,2,0,1,0,3,0,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,lenin
lenin_k_der_bednote_cdprogramma.txt,206,51,71,12,26,25,34,32,457,8,164,54,33,86,40,7,2,138,39,20,28,22,36,70,140,981,99,79,125,47,57,8,40,90,260,83,56,56,399,15,2,48,87,45,6,34,13,137,7,7,113,0,10,37,25,8,30,33,17,92,130,7,36,21,0,27,3,12,124,47,13,24,57,29,92,162,49,184,120,105,27,26,38,37,9,47,32,4,5,1,3,20,79,25,2,16,14,0,0,0,0,7,6,44,6,19,55,64,12,12,8,1,1,71,33,11,60,11,15,0,11,5,36,9,3,32,22,38,9,31,1,0,19,8,29,1,24,5,5,47,5,5,64,22,6,14,11,82,0,8,33,8,0,1,10,7,22,3,5,47,40,79,38,10,0,0,0,58,3,5,28,23,22,10,23,27,2,6,13,0,3,1,2,17,28,16,47,47,26,14,9,9,10,41,52,22,20,3,14,14,2,60,21,11,44,9,37,6,32,12,0,2,2,13,20,22,2,7,0,3,26,2,3,1,6,22,7,7,10,12,8,3,0,12,29,6,16,0,0,8,30,0,8,3,5,39,1,11,13,40,4,17,0,13,14,18,29,5,9,7,0,11,2,1,0,0,2,21,16,20,23,13,13,1,3,109,10,17,7,26,3,1,2,0,22,19,10,3,1,0,1,7,3,2,0,79,0,0,2,0,lenin
lenin_k_partii.txt,6,3,1,4,2,5,1,1,52,1,14,1,3,4,3,0,0,7,9,3,5,3,3,5,7,84,12,8,7,1,8,1,9,17,16,0,0,0,33,7,2,2,7,2,1,10,9,5,41,2,10,1,0,3,3,0,0,2,5,1,21,1,4,5,4,2,0,2,4,2,4,3,6,0,12,6,5,6,8,5,3,14,11,8,1,2,4,1,3,0,0,1,3,0,0,0,0,0,1,2,0,1,0,2,2,8,0,4,9,1,1,0,1,4,2,0,21,0,1,0,1,2,1,0,3,0,1,1,1,1,0,0,2,2,2,0,5,0,3,2,0,0,5,1,1,2,4,3,3,0,0,1,0,0,0,0,1,0,0,7,2,0,2,1,0,1,0,1,0,1,0,3,2,1,1,3,8,1,0,2,0,6,7,1,2,1,4,2,1,0,0,0,0,5,0,3,3,1,0,3,1,0,2,0,0,6,1,0,1,0,4,0,1,1,0,2,0,0,1,0,1,2,1,1,4,1,0,0,0,1,2,0,0,2,1,0,0,2,0,2,1,1,2,0,2,0,3,2,1,0,0,1,3,1,6,3,0,1,0,3,1,1,0,6,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,7,lenin
lenin_l_n_tolstoy.txt,12,2,0,4,2,0,1,1,41,4,3,2,1,1,1,0,0,7,2,0,14,2,0,1,6,67,7,2,6,3,9,2,0,0,18,3,1,2,18,1,0,0,4,0,1,5,0,4,1,0,3,0,1,3,1,0,0,1,0,0,16,1,0,3,1,0,0,1,1,1,0,3,0,6,7,1,1,12,6,8,1,3,5,0,0,1,6,0,1,0,1,1,1,0,0,1,0,0,1,4,0,0,0,0,0,4,3,1,5,0,0,3,2,2,2,0,8,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,6,2,1,2,0,7,0,1,1,0,0,0,1,0,0,2,1,4,0,0,0,0,5,0,1,3,2,0,0,6,2,1,1,0,0,1,0,0,1,0,0,0,0,2,6,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,4,1,1,0,0,1,0,0,2,0,2,0,0,0,1,0,1,1,0,0,2,2,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,1,3,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,lenin
lenin_les_beaux_esprits_I.txt,2,0,0,0,0,0,0,0,33,1,4,1,1,3,2,0,1,1,2,0,3,0,0,2,1,63,2,1,7,2,0,3,2,3,9,3,0,0,20,1,0,0,4,1,0,2,0,4,1,0,7,0,0,0,1,0,0,0,1,0,11,0,0,0,0,3,0,4,3,1,0,0,2,0,4,4,5,15,1,4,0,0,0,1,2,6,4,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,1,1,4,0,1,1,0,0,0,0,0,3,0,7,0,1,0,1,1,0,0,0,0,1,0,0,3,2,2,0,1,1,0,0,0,0,4,0,2,3,0,2,0,0,8,0,0,2,0,0,0,0,0,2,0,1,5,0,0,0,1,0,0,2,2,0,0,0,1,1,0,2,0,0,2,1,0,0,3,0,0,0,1,2,1,3,0,0,1,0,0,0,5,1,0,1,1,0,0,0,0,2,2,2,0,0,1,2,3,0,0,0,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,2,2,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,0,0,2,0,2,0,3,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,lenin
lenin_lntolstoy_i_rab_dvizhenie.txt,2,0,1,0,0,0,0,3,36,4,1,0,0,3,0,1,0,0,3,0,8,0,0,2,5,32,2,6,1,1,7,3,0,0,11,0,0,0,8,2,0,0,3,0,0,3,1,3,0,0,7,1,1,1,0,0,0,1,0,1,3,3,0,2,0,2,1,0,0,2,0,3,0,0,2,2,2,10,0,5,1,0,0,1,2,0,3,1,0,0,0,0,4,3,0,1,0,1,2,0,0,0,0,0,1,2,1,0,1,2,0,1,1,1,1,0,8,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,11,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,3,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,6,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,lenin
lenin_max_min_I.txt,15,4,1,0,0,0,1,3,59,2,7,6,2,1,2,1,1,4,2,1,2,0,5,5,7,62,7,0,10,2,2,3,3,14,15,2,0,0,44,0,0,2,7,0,0,5,2,9,19,3,3,0,0,3,0,0,0,5,0,0,14,0,1,1,0,2,0,0,2,8,0,1,4,4,8,4,3,33,7,20,3,0,1,6,0,7,4,0,1,4,0,1,1,2,0,1,1,1,2,0,1,0,1,1,1,4,4,7,0,0,0,1,3,8,2,2,11,3,0,0,1,1,0,1,2,1,3,0,1,4,0,0,1,0,3,1,3,0,0,7,1,2,10,5,0,2,1,3,4,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,3,0,1,3,0,0,2,4,0,0,2,8,8,3,3,1,0,1,0,2,2,4,0,4,0,4,3,2,0,2,0,3,0,1,1,0,7,0,0,2,10,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2,0,1,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,0,1,0,3,1,4,0,0,0,0,1,0,18,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,9,lenin
lenin_nacionalniy_vopros_I.txt,13,4,2,0,2,1,0,4,64,4,5,1,0,5,6,1,6,4,6,0,5,2,9,3,14,91,3,0,16,6,3,4,5,34,27,1,0,1,51,0,1,3,14,0,0,4,2,10,4,0,11,3,1,1,4,0,2,8,0,2,31,1,2,1,0,5,0,2,14,14,2,2,6,7,13,2,3,18,8,10,4,5,10,8,0,3,3,3,5,10,1,7,2,1,2,1,1,1,1,6,5,2,2,5,0,9,2,6,0,0,0,3,2,9,1,1,24,1,1,2,2,0,0,1,6,0,2,1,0,0,1,0,0,0,3,0,5,2,4,3,0,1,4,0,0,0,2,6,1,0,0,4,1,1,6,0,2,9,13,11,1,1,2,3,5,0,1,6,1,2,1,3,4,1,2,2,2,1,1,0,1,2,0,1,0,3,9,8,1,1,0,0,0,5,2,1,3,0,2,2,0,4,1,0,3,0,0,1,1,0,6,9,0,2,1,3,0,1,1,0,0,5,2,2,2,3,1,1,0,1,1,3,0,4,0,2,3,6,0,6,7,3,5,1,4,2,0,1,0,0,0,0,0,3,2,1,0,2,1,3,5,1,0,0,0,0,0,3,0,8,0,4,0,1,1,0,1,1,2,1,1,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,lenin
lenin_narodnichestvo_I.txt,10,0,0,1,2,2,0,3,83,3,3,1,1,1,1,0,3,3,5,1,11,0,2,9,5,96,8,5,21,1,2,2,2,3,31,4,1,0,36,0,0,1,9,1,0,9,1,12,0,1,8,0,1,1,1,0,1,4,0,1,24,1,0,1,0,0,1,1,9,6,0,5,0,5,5,4,9,19,6,11,2,4,2,6,1,5,3,4,1,1,0,2,1,1,18,1,0,0,0,1,0,0,2,1,1,7,2,2,1,0,1,2,4,10,0,1,14,0,3,3,4,2,1,0,4,0,2,1,1,0,0,2,0,2,2,0,3,0,0,1,2,0,10,3,5,1,4,5,0,1,4,1,0,0,1,0,1,3,0,4,0,0,0,1,2,1,3,7,0,1,0,1,1,1,2,5,0,1,2,3,1,1,0,1,0,0,9,1,4,1,0,1,2,0,5,1,3,1,1,0,0,1,1,0,1,0,3,3,3,2,0,6,2,0,0,3,1,0,1,0,0,1,0,2,3,0,1,0,1,0,0,1,4,6,0,0,0,0,2,3,6,1,0,2,0,0,1,1,0,0,0,2,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,3,1,0,1,0,1,1,0,4,3,3,4,1,1,4,4,1,0,0,0,0,0,0,1,3,0,2,1,0,0,0,lenin
