chunk_id,author,а,больше,будет,будут,бы,была,были,было,быть,в,во,вопрос,вопроса,вопросу,вот,вполне,время,все,всегда,всего,всем,всю,где,говорит,гораздо,деле,дело,детей,для,должен,должна,должно,должны,других,его,ее,ему,если,есть,еще,же,жизни,жизнь,за,значит,и,идет,из,или,им,их,к,как,классов,когда,конечно,которая,которой,которую,которые,которых,кто,лет,лишь,мало,между,меня,мне,много,могут,может,можно,мысли,мысль,на,над,надо,не,него,нельзя,необходимо,нет,ни,нибудь,ним,них,ничего,но,нужно,о,об,образом,один,одно,одного,одной,он,она,они,организации,от,отношении,очень,перед,по,под,при,раз,роль,с,самом,свое,своего,своей,свои,своим,своих,свою,себе,себя,сказать,собой,совершенно,так,также,таким,там,тем,теории,то,того,той,только,том,тому,тот,у,чем,через,что,чтобы,эта,эти,этим,это,этого,этой,этом,этому,эту,я,без,ведь,до,значение,имеет,именно,какой,которого,ли,либо,люди,менее,общества,оно,потому,почему,поэтому,право,развитие,самого,собою,таких,те,тех,уже,этих,является,более,всех,г,д,движение,движения,демократии,другой,класса,который,кроме,людей,могли,момент,нашей,партии,партия,пор,после,против,рабочего,рабочие,развития,сил,социал,стороны,съезда,т,борьба,борьбе,борьбу,борьбы,власти,вместе,вся,даже,демократической,зрения,народа,прежде,рабочий,рабочих,революционной,россии,русской,силу,силы,со,страны,такой,теперь,тогда,точки,труда,был,весь,вообще,всей,да,действительно,здесь,мог,почти,сам,хотя,времени,дела,которое,несколько,положение,случае,этот,вы,мы,нас,е,ибо,общество,своем,смысле,характер,нам,слова,интересы,года,ей,наконец,народ,ней,пока,пролетариата,свой,однако,производства,буржуазии,власть,права,правительство,рабочим,политической,свободы,правительства,массы,политических,политического,революции,революционного,революция,социализма,тов,демократия,диктатуры,классовой,ленин,войны,маркса,масс,пролетариат,1905,буржуазия,её,радек
parvus_virI_kapitalizm_i_voyna_I.txt_chunk1,parvus,9,1,0,0,1,5,1,2,2,23,1,0,0,0,2,1,4,11,1,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,2,7,0,0,0,4,3,1,1,4,0,38,0,2,0,0,1,8,7,0,0,0,1,1,1,1,0,0,1,0,0,5,0,0,0,0,2,0,1,1,12,1,0,6,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,1,6,1,0,1,0,1,0,4,2,0,0,1,14,1,0,2,3,4,0,0,2,3,1,0,0,1,4,1,0,0,5,0,3,1,1,4,0,2,0,1,2,0,8,0,1,0,1,6,0,1,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,6,2,0,0,0,2,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,1,0,0,0,3,2,0,5,0,0,2,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,1,2,4,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0
parvus_virI_kapitalizm_i_voyna_I.txt_chunk2,parvus,5,0,0,0,2,1,1,2,0,27,2,2,0,0,1,0,1,4,0,1,1,0,2,0,0,0,0,0,3,0,0,0,0,1,2,7,2,0,0,4,3,0,0,4,0,49,0,3,0,0,4,7,4,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,22,0,0,8,1,0,0,0,0,0,0,0,0,10,0,1,0,2,0,0,0,0,9,1,5,0,2,1,0,2,7,1,3,0,0,8,0,1,1,0,1,1,0,0,1,1,0,1,0,2,1,2,1,1,0,7,1,0,1,1,0,0,2,2,0,11,3,1,2,0,2,1,0,1,0,0,1,2,0,4,1,0,1,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,1,3,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,3,0,3,1,0,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
parvus_virI_kapitalizm_i_voyna_I.txt_chunk3,parvus,4,2,0,0,0,3,0,1,1,36,0,0,0,0,1,1,4,2,1,2,0,1,0,0,3,0,1,0,5,0,0,0,2,2,2,10,0,0,0,2,7,0,1,3,0,42,1,1,1,0,0,16,8,0,2,1,1,0,1,2,1,1,1,0,0,5,0,0,0,0,1,0,0,0,13,0,0,6,1,0,0,0,0,1,0,0,0,8,1,3,0,3,0,1,0,0,1,9,1,0,3,1,0,1,4,0,0,0,1,11,0,1,0,3,5,0,0,5,7,4,0,1,0,3,3,1,1,1,0,5,2,0,4,1,2,0,0,3,0,4,5,1,1,2,4,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,4,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,1,1,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,2,4,0,0,2,2,0,0,1,2,0,0,0,0,2,0,2,1,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,0,1,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
parvus_virI_kapitalizm_i_voyna_I.txt_chunk5,parvus,0,0,3.571428571428571,0,14.285714285714285,3.571428571428571,0,3.571428571428571,3.571428571428571,53.57142857142857,3.571428571428571,7.142857142857142,0,0,3.571428571428571,0,7.142857142857142,3.571428571428571,0,7.142857142857142,0,0,0,0,0,0,0,0,7.142857142857142,0,0,0,0,0,0,3.571428571428571,0,0,0,7.142857142857142,10.714285714285714,0,0,14.285714285714285,0,32.14285714285714,0,10.714285714285714,0,0,0,10.714285714285714,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,10.714285714285714,3.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857142857142,3.571428571428571,0,0,3.571428571428571,0,0,0,7.142857142857142,0,0,3.571428571428571,0,3.571428571428571,0,0,0,3.571428571428571,0,0,14.285714285714285,0,0,0,3.571428571428571,10.714285714285714,0,0,0,3.571428571428571,0,0,0,3.571428571428571,0,14.285714285714285,0,0,0,0,7.142857142857142,0,0,3.571428571428571,0,0,0,0,0,0,7.142857142857142,0,0,0,0,3.571428571428571,3.571428571428571,0,3.571428571428571,0,0,0,3.571428571428571,0,7.142857142857142,0,0,0,0,3.571428571428571,0,0,0,7.142857142857142,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,7.142857142857142,0,0,3.571428571428571,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285714285714285,0,3.571428571428571,0,0,3.571428571428571,0,7.142857142857142,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,3.571428571428571,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,3.571428571428571,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plehanov_cant_vs_kant.txt_chunk3,plehanov,8,0,0,0,5,1,0,3,1,41,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,2,0,3,1,0,0,0,0,15,2,5,2,2,1,5,0,0,1,0,35,0,7,5,1,3,8,8,0,0,3,0,1,0,2,0,1,0,2,1,0,0,0,0,1,1,2,1,1,12,0,1,15,3,1,1,0,4,2,1,0,0,14,0,3,0,0,0,0,1,2,8,3,5,0,3,0,3,0,4,0,1,1,0,6,0,0,2,5,1,0,1,1,0,0,0,0,2,5,0,0,0,0,1,6,4,0,3,4,0,2,1,1,0,20,4,1,1,0,4,4,1,3,0,2,1,3,0,6,0,0,2,0,0,3,0,0,0,1,2,0,1,1,0,3,0,1,1,0,1,2,2,0,0,1,13,1,0,0,0,2,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,1,1,0,1,3,0,1,1,2,0,1,0,0,0,1,1,0,1,1,2,0,1,0,0,3,2,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
plehanov_cant_vs_kant.txt_chunk6,plehanov,3,0,0,1,4,0,0,0,2,30,0,1,0,0,1,3,3,4,1,2,0,0,1,2,0,3,1,0,4,0,0,0,2,1,9,1,0,4,3,2,7,4,0,2,2,26,0,3,4,2,1,10,5,0,3,0,0,1,1,3,0,2,0,0,0,2,1,0,0,0,1,0,0,0,12,0,3,16,0,1,1,2,3,1,0,1,0,11,0,2,0,1,0,0,1,1,9,1,3,0,7,0,1,0,3,0,3,1,0,9,0,1,0,1,1,0,1,0,1,1,1,1,2,2,3,1,1,3,0,8,3,0,6,1,1,1,1,3,0,17,4,1,1,1,8,2,2,1,0,0,1,1,0,1,0,0,3,2,0,1,0,2,1,0,3,2,0,1,0,1,0,1,0,1,2,1,1,0,1,1,16,0,0,0,1,0,0,3,0,1,0,0,2,1,0,1,0,7,0,0,1,2,3,0,0,2,0,1,2,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,1,0,1,0,5,0,0,2,0,2,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
plehanov_cant_vs_kant.txt_chunk8,plehanov,11,0,0,0,5,0,1,0,1,40,3,1,1,1,1,3,2,2,0,0,0,0,0,3,0,1,1,0,3,0,0,0,0,1,4,1,1,5,0,2,3,0,0,0,0,26,1,7,5,0,3,8,9,0,1,0,0,0,1,1,4,1,0,1,2,1,0,0,1,0,0,0,0,1,9,0,0,23,0,1,1,0,3,0,1,1,3,7,0,8,3,0,1,0,0,2,6,2,2,0,0,0,3,0,2,1,0,0,0,4,1,1,2,1,1,0,0,0,0,1,0,0,2,7,4,1,2,2,0,6,0,1,0,2,1,1,4,2,0,17,0,0,0,0,7,2,1,1,0,0,5,0,0,1,1,0,2,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,1,3,1,0,0,24,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,2,0,2,2,0,2,2,0,2,0,0,0,1,0,0,2,0,2,0,12,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
plehanov_cant_vs_kant.txt_chunk9,plehanov,4.123711340206186,1.0309278350515465,0,0,2.061855670103093,0,2.061855670103093,0,1.0309278350515465,43.298969072164944,2.061855670103093,4.123711340206186,0,0,0,0,3.092783505154639,4.123711340206186,0,0,0,0,1.0309278350515465,2.061855670103093,2.061855670103093,1.0309278350515465,0,0,3.092783505154639,1.0309278350515465,1.0309278350515465,0,1.0309278350515465,0,9.278350515463918,1.0309278350515465,0,4.123711340206186,0,2.061855670103093,5.154639175257732,0,1.0309278350515465,2.061855670103093,0,26.804123711340203,0,6.185567010309278,2.061855670103093,1.0309278350515465,4.123711340206186,5.154639175257732,6.185567010309278,0,1.0309278350515465,0,1.0309278350515465,0,0,0,2.061855670103093,1.0309278350515465,1.0309278350515465,2.061855670103093,0,2.061855670103093,0,0,1.0309278350515465,1.0309278350515465,2.061855670103093,0,0,1.0309278350515465,11.340206185567009,1.0309278350515465,0,20.61855670103093,2.061855670103093,1.0309278350515465,1.0309278350515465,2.061855670103093,0,1.0309278350515465,0,2.061855670103093,1.0309278350515465,8.247422680412372,0,7.216494845360825,0,3.092783505154639,1.0309278350515465,1.0309278350515465,1.0309278350515465,0,3.092783505154639,1.0309278350515465,1.0309278350515465,0,0,0,3.092783505154639,1.0309278350515465,6.185567010309278,0,1.0309278350515465,1.0309278350515465,1.0309278350515465,8.247422680412372,1.0309278350515465,0,0,2.061855670103093,0,0,0,1.0309278350515465,1.0309278350515465,0,1.0309278350515465,0,0,2.061855670103093,0,1.0309278350515465,1.0309278350515465,1.0309278350515465,0,3.092783505154639,1.0309278350515465,2.061855670103093,4.123711340206186,5.154639175257732,0,2.061855670103093,3.092783505154639,2.061855670103093,0,22.680412371134018,3.092783505154639,2.061855670103093,0,2.061855670103093,3.092783505154639,3.092783505154639,2.061855670103093,2.061855670103093,1.0309278350515465,0,1.0309278350515465,0,0,2.061855670103093,0,1.0309278350515465,1.0309278350515465,0,2.061855670103093,4.123711340206186,0,1.0309278350515465,1.0309278350515465,1.0309278350515465,2.061855670103093,1.0309278350515465,0,1.0309278350515465,0,0,1.0309278350515465,1.0309278350515465,1.0309278350515465,0,1.0309278350515465,2.061855670103093,0,1.0309278350515465,1.0309278350515465,4.123711340206186,21.649484536082472,0,0,0,3.092783505154639,2.061855670103093,1.0309278350515465,1.0309278350515465,1.0309278350515465,1.0309278350515465,0,0,0,4.123711340206186,0,1.0309278350515465,0,1.0309278350515465,1.0309278350515465,1.0309278350515465,0,0,10.309278350515465,0,0,1.0309278350515465,0,0,0,1.0309278350515465,0,1.0309278350515465,0,1.0309278350515465,1.0309278350515465,1.0309278350515465,0,0,0,0,1.0309278350515465,3.092783505154639,1.0309278350515465,0,0,0,0,0,3.092783505154639,0,0,1.0309278350515465,1.0309278350515465,0,0,0,0,0,0,1.0309278350515465,1.0309278350515465,1.0309278350515465,0,1.0309278350515465,1.0309278350515465,0,0,4.123711340206186,0,3.092783505154639,0,6.185567010309278,1.0309278350515465,1.0309278350515465,0,0,1.0309278350515465,2.061855670103093,0,0,0,0,1.0309278350515465,1.0309278350515465,0,0,1.0309278350515465,0,0,0,0,1.0309278350515465,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0309278350515465,1.0309278350515465,0,0,0,0,0,0,1.0309278350515465,0,1.0309278350515465,0,0,0,0
plehanov_grustnoe_nedorazumenie_I.txt_chunk1,plehanov,6,0,0,0,8,0,1,4,4,35,1,3,0,0,0,0,1,3,1,1,0,0,0,2,0,0,1,0,2,3,0,0,3,0,4,1,1,3,1,2,7,0,1,2,1,27,0,5,6,0,5,8,12,0,6,1,0,0,0,3,1,0,0,1,0,0,7,7,3,1,1,2,4,1,7,2,2,24,2,0,3,1,5,0,0,1,0,13,0,9,1,2,3,0,0,1,13,1,0,0,4,1,2,1,5,2,0,2,0,8,0,1,0,0,0,0,1,0,2,0,2,0,0,2,0,1,1,2,0,6,3,1,4,1,0,0,6,3,0,22,1,1,0,1,8,5,0,1,0,0,13,0,2,1,0,0,0,0,0,2,0,2,1,0,2,0,2,0,0,0,0,1,5,2,0,3,0,0,3,0,3,0,0,0,0,0,0,1,1,1,0,0,2,3,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,0,0,0,1,0,1,0,0,1,2,0,0,0,2,0,1,1,1,5,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
plehanov_grustnoe_nedorazumenie_I.txt_chunk4,plehanov,5.434782608695652,0,5.434782608695652,0,0,0,2.717391304347826,5.434782608695652,5.434782608695652,16.304347826086957,10.869565217391305,0,0,0,0,0,5.434782608695652,5.434782608695652,0,0,0,0,0,0,0,2.717391304347826,0,0,5.434782608695652,2.717391304347826,0,0,0,0,5.434782608695652,5.434782608695652,2.717391304347826,2.717391304347826,2.717391304347826,5.434782608695652,5.434782608695652,0,0,0,0,24.456521739130437,0,2.717391304347826,0,5.434782608695652,0,5.434782608695652,5.434782608695652,0,2.717391304347826,0,0,0,0,2.717391304347826,2.717391304347826,0,0,0,0,0,13.58695652173913,2.717391304347826,0,0,5.434782608695652,0,0,0,8.152173913043478,0,0,27.17391304347826,0,0,0,2.717391304347826,0,0,0,8.152173913043478,0,10.869565217391305,2.717391304347826,0,0,2.717391304347826,5.434782608695652,0,0,2.717391304347826,5.434782608695652,5.434782608695652,10.869565217391305,0,5.434782608695652,0,2.717391304347826,0,2.717391304347826,0,2.717391304347826,2.717391304347826,0,8.152173913043478,2.717391304347826,0,0,2.717391304347826,0,0,0,0,0,0,5.434782608695652,0,2.717391304347826,5.434782608695652,0,2.717391304347826,0,0,0,8.152173913043478,0,0,5.434782608695652,0,8.152173913043478,0,0,2.717391304347826,0,21.73913043478261,2.717391304347826,0,2.717391304347826,0,8.152173913043478,13.58695652173913,0,0,0,0,13.58695652173913,0,2.717391304347826,2.717391304347826,0,0,0,0,0,5.434782608695652,0,0,0,0,0,5.434782608695652,5.434782608695652,0,0,0,0,0,0,2.717391304347826,2.717391304347826,0,2.717391304347826,2.717391304347826,2.717391304347826,0,0,0,0,0,0,0,0,5.434782608695652,0,0,0,0,8.152173913043478,10.869565217391305,0,2.717391304347826,0,0,0,0,0,0,0,0,0,5.434782608695652,0,0,0,2.717391304347826,0,0,0,0,0,2.717391304347826,0,0,0,0,0,2.717391304347826,0,0,0,0,0,0,0,0,2.717391304347826,0,0,0,0,2.717391304347826,0,0,0,0,0,0,0,0,2.717391304347826,0,0,0,5.434782608695652,5.434782608695652,5.434782608695652,2.717391304347826,0,0,0,0,0,0,0,2.717391304347826,5.434782608695652,0,0,0,0,0,0,2.717391304347826,2.717391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plehanov_gzha_breshkovskaya_I.txt_chunk2,plehanov,3.1914893617021276,1.0638297872340425,0,0,9.574468085106384,4.25531914893617,1.0638297872340425,5.319148936170213,2.127659574468085,24.46808510638298,2.127659574468085,2.127659574468085,0,0,1.0638297872340425,0,0,2.127659574468085,0,0,0,0,0,5.319148936170213,0,1.0638297872340425,1.0638297872340425,0,3.1914893617021276,1.0638297872340425,2.127659574468085,1.0638297872340425,0,0,5.319148936170213,5.319148936170213,0,8.51063829787234,1.0638297872340425,1.0638297872340425,6.382978723404255,0,0,5.319148936170213,1.0638297872340425,40.42553191489362,0,4.25531914893617,5.319148936170213,0,4.25531914893617,6.382978723404255,6.382978723404255,0,2.127659574468085,1.0638297872340425,0,0,1.0638297872340425,2.127659574468085,0,1.0638297872340425,0,1.0638297872340425,0,1.0638297872340425,0,4.25531914893617,2.127659574468085,0,1.0638297872340425,0,0,0,8.51063829787234,0,2.127659574468085,24.46808510638298,0,1.0638297872340425,0,0,0,1.0638297872340425,0,2.127659574468085,2.127659574468085,4.25531914893617,0,8.51063829787234,0,0,0,0,0,0,0,15.957446808510637,1.0638297872340425,0,2.127659574468085,0,4.25531914893617,0,3.1914893617021276,0,1.0638297872340425,1.0638297872340425,0,11.702127659574467,0,1.0638297872340425,1.0638297872340425,2.127659574468085,0,2.127659574468085,2.127659574468085,2.127659574468085,1.0638297872340425,0,1.0638297872340425,0,1.0638297872340425,2.127659574468085,0,0,0,2.127659574468085,0,11.702127659574467,0,1.0638297872340425,3.1914893617021276,5.319148936170213,0,1.0638297872340425,4.25531914893617,2.127659574468085,0,21.27659574468085,1.0638297872340425,3.1914893617021276,2.127659574468085,1.0638297872340425,8.51063829787234,2.127659574468085,2.127659574468085,0,1.0638297872340425,1.0638297872340425,5.319148936170213,1.0638297872340425,1.0638297872340425,1.0638297872340425,0,2.127659574468085,3.1914893617021276,0,0,1.0638297872340425,0,0,0,0,1.0638297872340425,3.1914893617021276,3.1914893617021276,0,0,0,0,0,0,1.0638297872340425,0,0,0,0,0,0,14.893617021276597,2.127659574468085,0,1.0638297872340425,0,0,2.127659574468085,0,0,2.127659574468085,0,0,0,3.1914893617021276,1.0638297872340425,0,0,1.0638297872340425,2.127659574468085,0,0,0,2.127659574468085,0,0,6.382978723404255,1.0638297872340425,0,0,0,0,1.0638297872340425,2.127659574468085,1.0638297872340425,0,0,1.0638297872340425,0,0,0,1.0638297872340425,2.127659574468085,1.0638297872340425,0,0,1.0638297872340425,0,1.0638297872340425,0,0,0,2.127659574468085,1.0638297872340425,0,1.0638297872340425,0,2.127659574468085,0,1.0638297872340425,0,0,0,2.127659574468085,0,0,0,0,0,1.0638297872340425,0,1.0638297872340425,5.319148936170213,1.0638297872340425,4.25531914893617,0,0,0,0,1.0638297872340425,1.0638297872340425,0,0,0,6.382978723404255,0,0,2.127659574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0638297872340425,0,0,6.382978723404255,0,0,0,0,0,0,0,0,0,0,0,0
plehanov_k_agrarnomu_voprosu_v_Rossii_NQ.txt_chunk1,plehanov,9,1,5,2,3,0,0,1,4,32,0,4,1,2,1,1,0,2,0,0,1,0,0,3,1,2,0,0,7,3,2,2,0,1,3,3,0,7,1,1,4,0,0,3,2,20,1,4,10,2,1,11,8,0,2,1,0,1,0,3,0,1,0,1,0,0,3,1,0,0,4,1,0,0,5,3,0,18,1,0,0,3,1,1,0,2,1,9,4,2,3,1,0,0,0,0,8,3,0,0,2,1,1,1,4,1,3,0,0,7,0,2,0,5,0,0,0,0,7,0,2,3,0,6,1,1,1,4,0,6,5,0,3,2,1,2,4,0,0,19,4,0,0,0,21,2,4,2,0,2,4,2,0,1,2,1,0,1,0,2,0,0,0,0,2,1,1,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,4,2,1,0,1,2,0,0,2,3,1,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,3,2,1,1,1,0,0,1,2,1,0,0,1,2,0,0,0,0,0,0,4,3,0,5,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
plehanov_k_agrarnomu_voprosu_v_Rossii_NQ.txt_chunk2,plehanov,7,1,0,0,7,0,3,4,2,24,3,2,2,1,1,0,3,5,1,3,0,1,1,0,0,1,0,0,3,0,0,1,5,1,3,1,2,4,0,3,5,0,1,4,1,23,0,7,2,3,5,8,8,0,8,0,1,2,0,4,0,1,0,0,2,1,2,1,0,0,3,2,1,2,11,0,2,22,0,0,0,0,2,3,0,2,1,9,1,5,0,0,0,0,0,1,5,2,8,0,4,1,1,0,3,0,1,0,0,15,1,0,2,3,0,0,1,1,0,1,2,1,1,3,0,0,0,1,0,9,2,1,3,3,1,0,3,0,1,22,0,0,2,0,5,2,0,4,0,0,10,0,2,3,2,0,2,0,0,2,0,0,0,0,1,5,0,2,0,2,0,0,1,1,2,2,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,3,1,10,2,0,1,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0,5,0,0,1,2,0,2,3,2,2,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,2,3,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
plehanov_k_agrarnomu_voprosu_v_Rossii_NQ.txt_chunk3,plehanov,11,0,3,1,3,0,2,3,2,26,1,4,1,1,3,0,3,3,1,1,0,0,1,2,1,1,0,1,8,3,1,0,2,2,6,3,2,1,1,1,8,1,0,1,0,20,1,3,10,2,3,6,9,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,1,17,1,2,32,1,0,2,0,1,0,0,2,1,12,2,12,0,1,0,0,0,1,3,2,3,0,0,0,0,0,2,0,0,1,1,3,1,1,0,1,0,0,1,0,2,3,1,1,1,0,1,0,0,3,0,10,2,2,5,7,1,3,0,2,0,26,1,2,3,2,12,2,0,0,1,0,15,2,2,0,1,0,3,1,0,2,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,3,1,0,2,0,0,1,0,0,0,1,2,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,1,2,2,7,0,0,1,1,0,1,0,0,3,0,0,1,1,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,8,0,2,0,1,2,0,4,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,17,1,0,0,0,0,0,0,1,0,2,0,0
plehanov_k_agrarnomu_voprosu_v_Rossii_NQ.txt_chunk6,plehanov,5,1,1,0,11,3,0,2,2,39,3,1,0,0,0,1,1,3,0,1,1,0,2,0,1,1,0,0,2,1,1,1,4,0,9,0,4,5,0,0,2,1,1,6,1,20,0,4,1,1,4,4,5,0,3,0,1,1,0,3,0,0,1,0,0,1,0,0,1,0,1,2,1,0,8,0,0,31,0,0,0,2,1,3,0,1,2,4,4,4,1,0,0,0,2,0,6,2,1,0,3,0,3,0,1,2,4,3,0,3,1,0,0,2,1,0,0,1,1,1,1,1,1,3,0,0,3,2,0,7,1,3,3,4,2,0,2,1,0,15,4,2,2,2,5,3,4,0,0,1,4,1,2,0,0,0,1,2,0,2,0,1,0,0,2,6,0,1,0,1,0,1,1,1,1,2,0,1,4,0,0,0,2,5,1,0,3,0,0,0,0,0,4,1,1,0,2,2,1,0,2,1,1,0,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,11,5,2,0,0,0,2,1,5,0,4,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
