chunk_id,author,а,больше,будет,будут,бы,была,были,было,быть,в,во,вопрос,вопроса,вот,вполне,время,все,всегда,всего,всем,где,говорит,говорить,гораздо,деле,дело,детей,для,должен,должна,должно,должны,других,его,ее,ему,если,есть,еще,же,жизни,жизнь,за,значит,и,идет,из,или,им,их,к,каждый,как,классов,когда,конечно,которая,которой,которые,которых,кто,лет,лишь,мало,между,меня,мне,много,могут,может,можно,мысли,мысль,на,над,надо,не,него,нельзя,нет,ни,нибудь,ним,них,ничего,но,нужно,о,об,образом,один,одно,одного,одной,он,она,они,организации,от,отношении,очень,перед,по,под,при,раз,с,самой,свое,своего,своей,свои,своим,своих,свою,себе,себя,сказать,собой,совершенно,так,также,таким,там,тем,то,того,той,только,том,тому,тот,тут,у,чем,через,что,чтобы,эта,эти,этим,это,этого,этой,этом,этому,эту,я,без,ведь,до,значение,имеет,именно,какой,которого,ли,либо,люди,менее,общества,оно,потому,почему,поэтому,право,развитие,самого,собою,степени,таких,те,тех,уже,этих,является,более,всех,г,д,движение,движения,демократии,другой,искры,класса,который,кроме,людей,могли,момент,нашей,партии,партия,пор,после,против,рабочего,рабочие,развития,сделать,сил,социал,среди,стороны,съезда,т,борьба,борьбе,борьбу,борьбы,власти,вместе,даже,демократической,зрения,крестьян,народа,прежде,рабочий,рабочих,революционной,россии,русского,русской,силу,силы,со,страны,такой,теперь,тогда,труда,был,вообще,всей,да,действительно,здесь,мог,почти,сам,такого,хотя,1,времени,дела,которое,несколько,положение,случае,этот,вы,мы,нас,е,ибо,общество,своем,характер,нам,слова,такое,года,ей,наконец,народ,ней,пока,пролетариата,свой,часть,однако,производства,буржуазии,власть,права,правительство,рабочим,политической,свободы,правительства,снова,тов,войны,масс,демократия,политические,политических,массы,политического,революционного,пролетариат,революции,буржуазия,революция,ленин,её,маркса,радек
parvus_virII_padenie_samoderzhaviya_I.txt_chunk1,parvus,4,1,0,0,9,2,0,4,3,32,0,1,0,2,0,1,7,1,2,3,0,0,0,0,0,1,0,3,0,1,0,0,0,5,7,1,2,0,3,2,0,0,6,0,43,1,2,1,1,2,7,1,2,1,1,1,2,2,2,0,0,0,0,1,1,0,0,0,0,2,1,0,0,12,1,1,14,0,0,0,1,0,1,0,0,8,1,1,1,0,0,0,0,1,1,4,0,1,4,1,0,1,6,1,1,0,8,0,5,0,1,1,1,2,1,3,5,0,4,0,5,1,0,0,1,3,3,0,7,0,1,1,1,1,1,0,7,3,1,0,2,1,0,3,2,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,2,13,0,1,2,0,0,1,0,0,0,1,0,5,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,4,0,0,2,1,1,0,2,1,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,3,0,0,0,3,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,1,0,4,1,0,3,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0
parvus_virII_padenie_samoderzhaviya_I.txt_chunk2,parvus,5,0,0,0,13,1,2,5,2,36,1,1,0,1,0,0,2,0,0,1,1,0,0,1,2,0,0,4,0,0,1,0,0,4,1,1,2,0,3,5,0,1,4,1,31,1,3,0,0,1,6,0,5,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,21,2,0,18,1,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,2,2,0,0,7,1,2,2,7,1,3,0,9,1,0,0,1,1,0,4,1,1,1,0,5,4,2,1,0,0,0,4,2,0,4,5,3,0,0,2,2,0,10,7,2,1,1,5,1,3,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,7,3,3,1,2,3,2,2,3,2,0,0,0,2,0,1,0,0,3,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
parvus_virII_padenie_samoderzhaviya_I.txt_chunk3,parvus,9,0,4,0,0,0,3,2,1,50,1,2,0,1,0,6,3,1,2,1,0,0,0,0,1,2,0,3,0,0,0,1,0,1,4,0,2,0,4,6,0,1,4,0,31,0,3,1,1,3,3,0,3,0,2,1,1,1,3,1,0,1,0,0,4,0,0,2,0,5,2,1,0,11,0,0,19,1,1,0,0,0,0,1,0,7,0,4,0,0,0,1,1,0,2,3,4,0,2,0,0,2,4,0,7,1,11,0,1,0,2,1,0,1,0,3,2,0,2,2,2,2,0,0,0,4,2,0,9,2,0,0,0,4,1,1,15,1,0,1,1,5,0,0,2,0,0,0,2,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,3,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,0,0,6,0,0,1,0,2,0,0,0,5,1,1,0,1,1,1,0,1,1,0,0,1,3,0,0,0,0,2,0,0,1,0,1,1,0,2,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
parvus_virII_padenie_samoderzhaviya_I.txt_chunk5,parvus,6,1,0,0,0,0,2,6,1,33,4,0,0,2,0,3,2,0,0,0,1,0,0,1,0,1,0,9,0,0,0,0,0,3,1,2,2,0,4,2,0,0,1,0,35,0,2,0,0,0,6,1,7,0,2,0,0,1,1,0,0,2,0,0,4,0,0,0,1,1,0,0,0,14,1,0,13,1,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,1,7,1,0,5,0,3,2,3,0,4,0,8,0,0,1,0,0,0,0,2,2,0,0,0,0,3,2,0,0,0,3,3,0,6,0,2,0,0,1,1,0,11,2,0,0,0,4,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,4,4,0,1,0,2,0,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,8,2,3,1,2,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,1,0,0,0,1,0,0,9,0,0,1,4,0,2,1,0,2,0,1,0,0,0,0
parvus_virIV_samoderzh_i_reformy_I.txt_chunk1,parvus,6,4,3,1,10,0,1,3,2,26,2,1,0,1,0,1,7,0,1,2,0,0,0,1,0,0,0,7,0,1,3,1,0,4,2,4,4,1,3,3,2,0,2,0,30,1,0,1,1,1,5,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,7,2,0,0,18,2,0,26,0,0,1,1,0,0,1,1,11,5,2,2,3,1,2,0,0,0,0,3,0,3,1,0,3,9,2,0,0,9,0,0,0,3,1,1,1,2,3,1,0,0,0,3,0,1,0,4,6,2,0,5,1,0,0,1,1,1,0,14,6,1,1,1,5,2,2,2,0,0,0,0,0,4,5,0,4,1,0,0,0,0,0,1,30,3,2,3,1,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,2,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,3,3,0,1,1,0,0,0,0,1,0,1,1,0,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,14,0,6,3,3,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0
parvus_virIV_samoderzh_i_reformy_I.txt_chunk2,parvus,8,2,5,1,22,1,3,4,1,23,1,0,0,1,0,0,5,0,1,2,1,0,0,1,0,0,0,3,5,1,2,0,0,6,3,4,4,0,4,4,0,0,2,0,32,0,2,0,0,5,7,0,2,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,17,0,0,14,1,2,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,6,1,2,2,2,0,1,2,3,5,6,0,5,0,0,1,4,0,0,0,0,0,2,0,1,0,2,1,0,0,7,2,2,1,7,2,1,0,2,1,4,0,9,4,0,1,2,3,8,1,1,0,0,0,3,0,4,1,2,1,0,1,0,0,0,0,0,11,1,1,2,0,3,1,0,0,1,0,2,2,1,1,5,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,1,0,3,2,2,0,0,2,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,9,0,0,2,6,4,8,0,1,1,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,3,0,2,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,13,0,10,5,5,0,0,3,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0
parvus_virIV_samoderzh_i_reformy_I.txt_chunk3,parvus,9,1,1,1,7,0,0,3,0,21,0,0,0,2,1,0,6,0,1,1,0,0,0,2,3,0,0,1,1,0,0,1,0,3,3,1,5,0,5,2,1,0,7,0,31,0,3,1,2,6,7,0,5,2,0,0,3,0,5,0,1,0,0,0,1,0,0,0,0,0,2,0,2,14,0,0,10,1,3,1,1,2,0,2,0,7,0,2,0,4,0,0,0,0,2,7,3,0,3,0,0,1,5,3,5,0,7,0,1,1,0,3,0,1,1,3,1,0,1,3,1,1,5,0,2,2,0,1,3,1,1,2,1,0,1,0,10,2,3,1,0,6,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,1,0,0,3,2,0,0,0,1,0,0,0,0,2,1,2,0,2,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,7,0,0,7,1,2,1,1,0,0,0,1,1,2,1,1,1,0,0,0,1,0,0,0,3,1,7,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,0,1,2,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,5,0,4,0,3,0,0,5,1,0,3,3,3,4,0,0,0,0,0,0,0,0,0
parvus_virI_kapitalizm_i_voyna_I.txt_chunk2,parvus,5,0,0,0,2,1,1,2,0,27,2,2,0,1,0,1,4,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,1,2,7,2,0,0,4,3,0,0,4,0,49,0,3,0,0,4,7,0,4,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,22,0,0,8,1,0,0,0,0,0,0,0,10,0,1,0,2,0,0,0,0,9,1,5,0,2,1,0,2,7,1,3,0,8,0,1,1,0,1,1,0,0,1,1,0,1,0,2,1,2,1,1,7,1,0,1,1,0,0,0,2,2,0,11,3,1,2,0,2,1,0,1,0,0,1,2,0,4,1,0,1,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,1,3,0,3,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
parvus_virI_kapitalizm_i_voyna_I.txt_chunk5,parvus,0,0,3.571428571428571,0,14.285714285714285,3.571428571428571,0,3.571428571428571,3.571428571428571,53.57142857142857,3.571428571428571,7.142857142857142,0,3.571428571428571,0,7.142857142857142,3.571428571428571,0,7.142857142857142,0,0,0,0,0,0,0,0,7.142857142857142,0,0,0,0,0,0,3.571428571428571,0,0,0,7.142857142857142,10.714285714285714,0,0,14.285714285714285,0,32.14285714285714,0,10.714285714285714,0,0,0,10.714285714285714,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,10.714285714285714,3.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,7.142857142857142,3.571428571428571,0,0,3.571428571428571,0,0,0,7.142857142857142,0,0,3.571428571428571,0,3.571428571428571,0,0,0,3.571428571428571,0,14.285714285714285,0,0,0,3.571428571428571,10.714285714285714,0,0,0,3.571428571428571,0,0,0,3.571428571428571,0,14.285714285714285,0,0,0,7.142857142857142,0,0,3.571428571428571,0,0,0,7.142857142857142,0,0,0,7.142857142857142,0,0,0,0,3.571428571428571,3.571428571428571,0,3.571428571428571,0,0,0,3.571428571428571,0,7.142857142857142,0,0,0,0,3.571428571428571,0,0,0,7.142857142857142,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,7.142857142857142,0,0,3.571428571428571,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285714285714285,3.571428571428571,0,3.571428571428571,0,0,3.571428571428571,0,7.142857142857142,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,3.571428571428571,0,0,0,0,0,0,0,0,0
parvus_vnesh_politika_germanii.txt_chunk1,parvus,5.9171597633136095,0,0,0,4.437869822485207,2.9585798816568047,1.4792899408284024,1.4792899408284024,0,28.106508875739646,0,0,1.4792899408284024,0,0,1.4792899408284024,4.437869822485207,0,0,0,0,0,0,2.9585798816568047,0,0,0,8.875739644970414,0,1.4792899408284024,0,0,0,1.4792899408284024,2.9585798816568047,0,1.4792899408284024,0,0,1.4792899408284024,0,0,5.9171597633136095,0,39.94082840236687,0,5.9171597633136095,0,0,0,7.396449704142012,0,5.9171597633136095,0,4.437869822485207,0,2.9585798816568047,1.4792899408284024,1.4792899408284024,1.4792899408284024,0,1.4792899408284024,0,0,4.437869822485207,0,0,0,0,0,0,0,0,11.834319526627219,1.4792899408284024,0,20.710059171597635,0,0,1.4792899408284024,1.4792899408284024,0,1.4792899408284024,1.4792899408284024,0,8.875739644970414,0,7.396449704142012,1.4792899408284024,2.9585798816568047,0,0,0,0,2.9585798816568047,4.437869822485207,1.4792899408284024,0,4.437869822485207,0,0,0,1.4792899408284024,0,4.437869822485207,0,13.313609467455622,0,0,0,1.4792899408284024,5.9171597633136095,1.4792899408284024,0,1.4792899408284024,2.9585798816568047,0,0,0,0,1.4792899408284024,1.4792899408284024,0,0,2.9585798816568047,4.437869822485207,1.4792899408284024,0,5.9171597633136095,1.4792899408284024,0,1.4792899408284024,0,2.9585798816568047,0,0,10.355029585798817,2.9585798816568047,1.4792899408284024,0,2.9585798816568047,4.437869822485207,0,0,2.9585798816568047,1.4792899408284024,0,0,1.4792899408284024,0,0,1.4792899408284024,0,1.4792899408284024,0,4.437869822485207,1.4792899408284024,0,0,1.4792899408284024,0,1.4792899408284024,1.4792899408284024,0,0,0,0,0,1.4792899408284024,0,1.4792899408284024,0,0,8.875739644970414,0,0,2.9585798816568047,0,0,0,0,0,0,0,0,0,4.437869822485207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9585798816568047,0,1.4792899408284024,0,0,0,0,0,0,0,0,2.9585798816568047,0,0,0,0,1.4792899408284024,0,0,0,0,8.875739644970414,1.4792899408284024,0,0,1.4792899408284024,1.4792899408284024,0,0,4.437869822485207,1.4792899408284024,0,2.9585798816568047,0,1.4792899408284024,0,0,1.4792899408284024,0,0,0,0,1.4792899408284024,0,1.4792899408284024,0,0,1.4792899408284024,7.396449704142012,0,0,0,1.4792899408284024,1.4792899408284024,0,0,0,1.4792899408284024,1.4792899408284024,0,1.4792899408284024,0,1.4792899408284024,0,0,0,0,0,0,0,0,1.4792899408284024,0,4.437869822485207,0,0,5.9171597633136095,0,1.4792899408284024,0,4.437869822485207,0,0,4.437869822485207,0,0,0,0,0,0,0,0,0,1.4792899408284024,0,0,0,0,0
plehanov_beliy_terror_I.txt_chunk1,plehanov,4,1,0,0,1,0,1,1,3,28,0,3,0,2,3,1,3,0,4,0,0,0,0,0,0,0,0,6,0,0,1,2,0,6,1,2,4,0,4,2,0,1,5,0,47,0,4,2,1,2,5,0,7,0,0,1,2,4,0,0,0,0,0,0,0,1,3,0,1,4,0,0,0,13,2,0,11,1,2,0,2,0,1,3,0,7,0,2,0,0,0,0,1,1,6,1,1,0,2,1,0,3,6,5,1,1,6,0,0,1,1,1,0,1,0,1,5,0,0,1,3,1,0,0,1,5,2,1,7,3,1,1,3,1,3,0,20,5,0,1,0,4,3,1,1,1,1,9,0,0,0,0,0,0,2,0,0,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,4,1,0,7,1,0,0,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,2,2,0,2,0,0,0,0,1,0,0,3,0,0,3,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,3,0,7,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
plehanov_beliy_terror_I.txt_chunk2,plehanov,3,1,0,0,6,1,2,2,2,27,1,1,0,2,0,5,2,0,0,1,0,2,0,0,3,1,0,4,0,1,1,4,0,5,1,1,1,1,5,2,2,2,2,0,32,0,1,6,0,2,10,0,5,0,4,0,0,0,1,0,3,0,2,0,0,0,0,0,2,2,2,0,2,17,0,0,11,4,0,1,2,0,0,0,0,3,1,3,0,1,0,3,0,0,1,0,0,1,2,0,2,0,7,3,1,0,10,1,1,1,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,2,1,0,5,1,1,3,0,4,3,1,20,1,1,1,0,7,2,0,0,2,0,0,1,2,4,1,1,2,0,0,0,0,1,3,0,2,4,1,1,0,0,0,0,1,0,1,1,1,1,2,2,1,0,0,2,2,1,1,0,2,0,0,0,0,0,2,1,0,2,0,2,1,3,0,0,0,1,0,1,0,1,1,0,0,3,3,0,2,0,1,0,1,2,2,3,2,1,0,1,1,2,0,0,1,15,1,1,0,0,0,1,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,1,10,4,1,0,0,1,0,4,1,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0
plehanov_cant_vs_kant.txt_chunk5,plehanov,2,0,1,0,9,0,0,1,5,18,1,2,0,1,0,0,3,0,1,1,0,3,1,1,0,0,0,6,0,0,0,0,1,14,3,0,4,4,1,5,0,0,1,0,41,0,5,2,2,7,8,1,7,1,0,2,0,1,2,1,2,0,0,0,0,0,0,1,1,5,1,0,0,11,0,2,16,2,0,2,1,0,0,1,1,6,0,6,2,0,0,1,1,0,15,2,3,0,4,2,4,1,1,1,0,0,6,0,1,0,0,0,0,1,1,2,1,1,0,0,5,1,0,0,4,6,4,0,7,3,1,1,0,4,2,0,18,5,1,6,1,2,2,2,1,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,2,0,0,2,1,0,3,3,0,13,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4,1,3,0,5,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,6,0,3,0,0,0,1,1,3,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,2,0
plehanov_cant_vs_kant.txt_chunk8,plehanov,11,0,0,0,5,0,1,0,1,40,3,1,1,1,3,2,2,0,0,0,0,3,0,0,1,1,0,3,0,0,0,0,1,4,1,1,5,0,2,3,0,0,0,0,26,1,7,5,0,3,8,0,9,0,1,0,0,0,1,4,1,0,1,2,1,0,0,1,0,0,0,0,1,9,0,0,23,0,1,0,3,0,1,1,3,7,0,8,3,0,1,0,0,2,6,2,2,0,0,0,3,0,2,1,0,0,4,0,1,2,1,1,0,0,0,0,1,0,0,2,7,4,1,2,2,6,0,1,0,2,1,1,0,4,2,0,17,0,0,0,0,7,2,1,1,0,0,5,0,0,1,1,0,2,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,3,1,0,0,24,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,0,2,2,2,0,2,2,0,2,0,0,0,1,0,1,0,0,2,0,2,0,12,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
plehanov_gzha_breshkovskaya_I.txt_chunk2,plehanov,3.1914893617021276,1.0638297872340425,0,0,9.574468085106384,4.25531914893617,1.0638297872340425,5.319148936170213,2.127659574468085,24.46808510638298,2.127659574468085,2.127659574468085,0,1.0638297872340425,0,0,2.127659574468085,0,0,0,0,5.319148936170213,0,0,1.0638297872340425,1.0638297872340425,0,3.1914893617021276,1.0638297872340425,2.127659574468085,1.0638297872340425,0,0,5.319148936170213,5.319148936170213,0,8.51063829787234,1.0638297872340425,1.0638297872340425,6.382978723404255,0,0,5.319148936170213,1.0638297872340425,40.42553191489362,0,4.25531914893617,5.319148936170213,0,4.25531914893617,6.382978723404255,0,6.382978723404255,0,2.127659574468085,1.0638297872340425,0,0,2.127659574468085,0,1.0638297872340425,0,1.0638297872340425,0,1.0638297872340425,0,4.25531914893617,2.127659574468085,0,1.0638297872340425,0,0,0,8.51063829787234,0,2.127659574468085,24.46808510638298,0,1.0638297872340425,0,0,1.0638297872340425,0,2.127659574468085,2.127659574468085,4.25531914893617,0,8.51063829787234,0,0,0,0,0,0,0,15.957446808510637,1.0638297872340425,0,2.127659574468085,0,4.25531914893617,0,3.1914893617021276,0,1.0638297872340425,1.0638297872340425,11.702127659574467,0,1.0638297872340425,1.0638297872340425,2.127659574468085,0,2.127659574468085,2.127659574468085,2.127659574468085,1.0638297872340425,0,1.0638297872340425,0,1.0638297872340425,2.127659574468085,0,0,0,2.127659574468085,11.702127659574467,0,1.0638297872340425,3.1914893617021276,5.319148936170213,0,1.0638297872340425,1.0638297872340425,4.25531914893617,2.127659574468085,0,21.27659574468085,1.0638297872340425,3.1914893617021276,2.127659574468085,1.0638297872340425,8.51063829787234,2.127659574468085,2.127659574468085,0,1.0638297872340425,1.0638297872340425,5.319148936170213,1.0638297872340425,1.0638297872340425,1.0638297872340425,0,2.127659574468085,3.1914893617021276,0,0,1.0638297872340425,0,0,0,0,1.0638297872340425,3.1914893617021276,3.1914893617021276,0,0,0,0,0,0,0,1.0638297872340425,0,0,0,0,0,0,14.893617021276597,2.127659574468085,0,1.0638297872340425,0,0,2.127659574468085,2.127659574468085,0,0,2.127659574468085,0,0,0,3.1914893617021276,1.0638297872340425,0,0,1.0638297872340425,2.127659574468085,0,0,0,0,2.127659574468085,0,0,0,6.382978723404255,1.0638297872340425,0,0,0,0,1.0638297872340425,1.0638297872340425,0,0,0,1.0638297872340425,0,0,0,1.0638297872340425,2.127659574468085,0,1.0638297872340425,0,0,1.0638297872340425,0,1.0638297872340425,0,0,2.127659574468085,1.0638297872340425,1.0638297872340425,0,2.127659574468085,0,1.0638297872340425,0,0,0,0,2.127659574468085,0,0,0,0,0,0,1.0638297872340425,0,1.0638297872340425,5.319148936170213,1.0638297872340425,4.25531914893617,0,0,0,1.0638297872340425,1.0638297872340425,0,0,0,6.382978723404255,0,0,2.127659574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.382978723404255,0,0,0,0,0,0,0,1.0638297872340425,0,0,0,0,0,0,0,0
plehanov_k_agrarnomu_voprosu_v_Rossii_NQ.txt_chunk5,plehanov,8,0,1,0,0,4,2,6,2,28,5,2,0,1,1,0,6,0,1,1,0,2,1,1,0,0,0,5,1,1,0,0,0,5,1,0,4,1,0,6,1,0,2,0,26,0,5,1,3,2,12,0,9,0,3,0,0,0,2,1,0,1,1,2,3,0,0,1,0,1,1,0,0,16,0,2,21,0,0,0,0,0,0,0,1,8,1,3,1,1,1,0,0,0,0,2,3,0,3,0,0,0,12,1,1,1,9,0,0,0,1,2,0,6,0,0,2,1,0,1,4,2,1,0,4,7,6,0,4,2,2,0,0,4,4,1,19,5,4,1,0,8,0,4,2,0,1,1,0,0,1,1,0,0,0,2,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,2,2,0,0,4,0,1,0,0,0,0,2,0,0,2,1,0,1,0,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,0,1,1,0,0,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
